Transaction_ID,Date,Account,Category,Sub_Category,Description,Amount,Currency,Status,Merchant,Tax_Tag,Project,Balance
TXN-1973,2026-11-21,Credit,Food,Groceries,Weekly Shop,-84.76,USD,Cleared,Merchant_19,FOOD-01,Living,105779.08
TXN-1974,2026-11-21,Credit,Travel,Uber,Airport Ride,-105.38,USD,Cleared,Merchant_24,BIZ-TRAV,Travel_Q1,105673.70
TXN-1975,2026-11-22,Credit,Business,Software,SaaS Subscription,-12.57,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,105661.13
TXN-1976,2026-11-22,Checking,Transport,Fuel,Gas Station,-10.66,USD,Cleared,Merchant_8,TRA-01,Commute,105650.47
TXN-1977,2026-11-22,Checking,Business,Software,SaaS Subscription,-90.89,USD,Cleared,Merchant_24,BIZ-EXP,Project_Alpha,105559.58
TXN-1978,2026-11-23,Checking,Transport,Fuel,Gas Station,-14.76,USD,Cleared,Merchant_6,TRA-01,Commute,105544.82
TXN-1979,2026-11-23,Credit,Business,Software,SaaS Subscription,-69.34,USD,Cleared,Merchant_32,BIZ-EXP,Project_Alpha,105475.48
TXN-1980,2026-11-23,Checking,Travel,Uber,Airport Ride,-45.46,USD,Cleared,Merchant_16,BIZ-TRAV,Travel_Q1,105430.02
TXN-1981,2026-11-24,Checking,Lifestyle,Entertainment,Cinema/Streaming,-137.27,USD,Cleared,Merchant_13,ENT-01,Personal,105292.75
TXN-1982,2026-11-24,Credit,Transport,Fuel,Gas Station,-63.77,USD,Cleared,Merchant_46,TRA-01,Commute,105228.98
TXN-1983,2026-11-24,Checking,Healthcare,Pharmacy,Medical Supplies,-43.96,USD,Cleared,Merchant_44,MED-01,Wellness,105185.02
TXN-1984,2026-11-25,Checking,Lifestyle,Entertainment,Cinema/Streaming,-146.6,USD,Cleared,Merchant_10,ENT-01,Personal,105038.42
TXN-1985,2026-11-25,Credit,Travel,Uber,Airport Ride,-110.54,USD,Cleared,Merchant_38,BIZ-TRAV,Travel_Q1,104927.88
TXN-1986,2026-11-25,Credit,Business,Software,SaaS Subscription,-67.86,USD,Cleared,Merchant_3,BIZ-EXP,Project_Alpha,104860.02
TXN-1987,2026-11-26,Credit,Travel,Uber,Airport Ride,-17.7,USD,Cleared,Merchant_3,BIZ-TRAV,Travel_Q1,104842.32
TXN-1988,2026-11-26,Credit,Lifestyle,Entertainment,Cinema/Streaming,-139.63,USD,Cleared,Merchant_39,ENT-01,Personal,104702.69
TXN-1989,2026-11-26,Checking,Dining,Restaurant,Client Lunch,-119.57,USD,Cleared,Merchant_17,BIZ-MEAL,Sales,104583.12
TXN-1990,2026-11-27,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_22,INC-01,Core,110083.12
TXN-1991,2026-11-27,Credit,Lifestyle,Entertainment,Cinema/Streaming,-98.27,USD,Cleared,Merchant_35,ENT-01,Personal,109984.85
TXN-1992,2026-11-27,Credit,Transport,Fuel,Gas Station,-137.78,USD,Cleared,Merchant_8,TRA-01,Commute,109847.07
TXN-1993,2026-11-28,Credit,Transport,Fuel,Gas Station,-45.81,USD,Cleared,Merchant_14,TRA-01,Commute,109801.26
TXN-1994,2026-11-28,Credit,Dining,Restaurant,Client Lunch,-116.46,USD,Cleared,Merchant_38,BIZ-MEAL,Sales,109684.80
TXN-1995,2026-11-28,Credit,Dining,Restaurant,Client Lunch,-91.5,USD,Cleared,Merchant_19,BIZ-MEAL,Sales,109593.30
TXN-1996,2026-11-29,Checking,Food,Groceries,Weekly Shop,-141.92,USD,Cleared,Merchant_25,FOOD-01,Living,109451.38
TXN-1997,2026-11-29,Credit,Business,Software,SaaS Subscription,-90.17,USD,Cleared,Merchant_48,BIZ-EXP,Project_Alpha,109361.21
TXN-1998,2026-11-29,Checking,Food,Groceries,Weekly Shop,-81.23,USD,Cleared,Merchant_5,FOOD-01,Living,109279.98
TXN-1999,2026-11-30,Checking,Dining,Restaurant,Client Lunch,-78.39,USD,Cleared,Merchant_48,BIZ-MEAL,Sales,109201.59
TXN-2000,2026-11-30,Checking,Business,Software,SaaS Subscription,-81.84,USD,Cleared,Merchant_33,BIZ-EXP,Project_Alpha,109119.75
TXN-2001,2026-11-30,Checking,Transport,Fuel,Gas Station,-55.68,USD,Cleared,Merchant_26,TRA-01,Commute,109064.07
TXN-2002,2026-12-01,Checking,Dining,Restaurant,Client Lunch,-97.99,USD,Cleared,Merchant_43,BIZ-MEAL,Sales,108966.08
TXN-2003,2026-12-01,Checking,Business,Software,SaaS Subscription,-46.39,USD,Cleared,Merchant_16,BIZ-EXP,Project_Alpha,108919.69
TXN-2004,2026-12-01,Credit,Business,Software,SaaS Subscription,-125.24,USD,Cleared,Merchant_8,BIZ-EXP,Project_Alpha,108794.45
TXN-2005,2026-12-02,Checking,Lifestyle,Entertainment,Cinema/Streaming,-21.34,USD,Cleared,Merchant_36,ENT-01,Personal,108773.11
TXN-2006,2026-12-02,Checking,Travel,Uber,Airport Ride,-125.33,USD,Cleared,Merchant_37,BIZ-TRAV,Travel_Q1,108647.78
TXN-2007,2026-12-02,Credit,Business,Software,SaaS Subscription,-135.63,USD,Cleared,Merchant_1,BIZ-EXP,Project_Alpha,108512.15
TXN-2008,2026-12-03,Credit,Healthcare,Pharmacy,Medical Supplies,-92.2,USD,Cleared,Merchant_14,MED-01,Wellness,108419.95
TXN-2009,2026-12-03,Credit,Transport,Fuel,Gas Station,-51.33,USD,Cleared,Merchant_10,TRA-01,Commute,108368.62
TXN-2010,2026-12-03,Credit,Lifestyle,Entertainment,Cinema/Streaming,-73.87,USD,Cleared,Merchant_49,ENT-01,Personal,108294.75
TXN-2011,2026-12-04,Checking,Business,Software,SaaS Subscription,-36.33,USD,Cleared,Merchant_3,BIZ-EXP,Project_Alpha,108258.42
TXN-2012,2026-12-04,Checking,Food,Groceries,Weekly Shop,-101.21,USD,Cleared,Merchant_34,FOOD-01,Living,108157.21
TXN-2013,2026-12-04,Checking,Food,Groceries,Weekly Shop,-28.43,USD,Cleared,Merchant_49,FOOD-01,Living,108128.78
TXN-2014,2026-12-05,Checking,Lifestyle,Entertainment,Cinema/Streaming,-93.23,USD,Cleared,Merchant_0,ENT-01,Personal,108035.55
TXN-2015,2026-12-05,Checking,Transport,Fuel,Gas Station,-49.65,USD,Cleared,Merchant_31,TRA-01,Commute,107985.90
TXN-2016,2026-12-05,Credit,Lifestyle,Entertainment,Cinema/Streaming,-66.67,USD,Cleared,Merchant_16,ENT-01,Personal,107919.23
TXN-2017,2026-12-06,Credit,Dining,Restaurant,Client Lunch,-139.5,USD,Cleared,Merchant_8,BIZ-MEAL,Sales,107779.73
TXN-2018,2026-12-06,Credit,Food,Groceries,Weekly Shop,-120.74,USD,Cleared,Merchant_40,FOOD-01,Living,107658.99
TXN-2019,2026-12-06,Credit,Healthcare,Pharmacy,Medical Supplies,-90.14,USD,Cleared,Merchant_29,MED-01,Wellness,107568.85
TXN-2020,2026-12-07,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_40,INC-01,Core,113068.85
TXN-2021,2026-12-07,Checking,Business,Software,SaaS Subscription,-30.47,USD,Cleared,Merchant_42,BIZ-EXP,Project_Alpha,113038.38
TXN-2022,2026-12-07,Checking,Transport,Fuel,Gas Station,-57.98,USD,Cleared,Merchant_3,TRA-01,Commute,112980.40
TXN-2023,2026-12-08,Credit,Lifestyle,Entertainment,Cinema/Streaming,-24.53,USD,Cleared,Merchant_24,ENT-01,Personal,112955.87
TXN-2024,2026-12-08,Credit,Business,Software,SaaS Subscription,-49.82,USD,Cleared,Merchant_16,BIZ-EXP,Project_Alpha,112906.05
TXN-2025,2026-12-08,Credit,Business,Software,SaaS Subscription,-12.88,USD,Cleared,Merchant_41,BIZ-EXP,Project_Alpha,112893.17
TXN-2026,2026-12-09,Checking,Lifestyle,Entertainment,Cinema/Streaming,-117.42,USD,Cleared,Merchant_33,ENT-01,Personal,112775.75
TXN-2027,2026-12-09,Credit,Food,Groceries,Weekly Shop,-91.47,USD,Cleared,Merchant_11,FOOD-01,Living,112684.28
TXN-2028,2026-12-09,Credit,Dining,Restaurant,Client Lunch,-83.65,USD,Cleared,Merchant_11,BIZ-MEAL,Sales,112600.63
TXN-2029,2026-12-10,Checking,Food,Groceries,Weekly Shop,-54.15,USD,Cleared,Merchant_10,FOOD-01,Living,112546.48
TXN-2030,2026-12-10,Credit,Business,Software,SaaS Subscription,-106.5,USD,Cleared,Merchant_0,BIZ-EXP,Project_Alpha,112439.98
TXN-2031,2026-12-10,Checking,Transport,Fuel,Gas Station,-55.58,USD,Cleared,Merchant_40,TRA-01,Commute,112384.40
TXN-2032,2026-12-11,Credit,Transport,Fuel,Gas Station,-138.43,USD,Cleared,Merchant_23,TRA-01,Commute,112245.97
TXN-2033,2026-12-11,Checking,Business,Software,SaaS Subscription,-102.8,USD,Cleared,Merchant_33,BIZ-EXP,Project_Alpha,112143.17
TXN-2034,2026-12-11,Checking,Dining,Restaurant,Client Lunch,-136.7,USD,Cleared,Merchant_40,BIZ-MEAL,Sales,112006.47
TXN-2035,2026-12-12,Checking,Transport,Fuel,Gas Station,-128.68,USD,Cleared,Merchant_38,TRA-01,Commute,111877.79
TXN-2036,2026-12-12,Credit,Healthcare,Pharmacy,Medical Supplies,-70.07,USD,Cleared,Merchant_11,MED-01,Wellness,111807.72
TXN-2037,2026-12-12,Checking,Dining,Restaurant,Client Lunch,-47.23,USD,Cleared,Merchant_47,BIZ-MEAL,Sales,111760.49
TXN-2038,2026-12-13,Checking,Food,Groceries,Weekly Shop,-134.39,USD,Cleared,Merchant_23,FOOD-01,Living,111626.10
TXN-2039,2026-12-13,Credit,Business,Software,SaaS Subscription,-66.51,USD,Cleared,Merchant_4,BIZ-EXP,Project_Alpha,111559.59
TXN-2040,2026-12-13,Credit,Food,Groceries,Weekly Shop,-23.26,USD,Cleared,Merchant_39,FOOD-01,Living,111536.33
TXN-2041,2026-12-14,Checking,Healthcare,Pharmacy,Medical Supplies,-58.25,USD,Cleared,Merchant_8,MED-01,Wellness,111478.08
TXN-2042,2026-12-14,Credit,Food,Groceries,Weekly Shop,-120.67,USD,Cleared,Merchant_31,FOOD-01,Living,111357.41
TXN-2043,2026-12-14,Credit,Lifestyle,Entertainment,Cinema/Streaming,-126.41,USD,Cleared,Merchant_8,ENT-01,Personal,111231.00
TXN-2044,2026-12-15,Checking,Dining,Restaurant,Client Lunch,-102.87,USD,Cleared,Merchant_2,BIZ-MEAL,Sales,111128.13
TXN-2045,2026-12-15,Checking,Healthcare,Pharmacy,Medical Supplies,-60.63,USD,Cleared,Merchant_16,MED-01,Wellness,111067.50
TXN-2046,2026-12-15,Credit,Transport,Fuel,Gas Station,-101.74,USD,Cleared,Merchant_31,TRA-01,Commute,110965.76
TXN-2047,2026-12-16,Checking,Food,Groceries,Weekly Shop,-111.25,USD,Cleared,Merchant_8,FOOD-01,Living,110854.51
TXN-2048,2026-12-16,Checking,Dining,Restaurant,Client Lunch,-50.97,USD,Cleared,Merchant_23,BIZ-MEAL,Sales,110803.54
TXN-2049,2026-12-16,Credit,Transport,Fuel,Gas Station,-102.87,USD,Cleared,Merchant_5,TRA-01,Commute,110700.67
TXN-2050,2026-12-17,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_21,INC-01,Core,116200.67
TXN-2051,2026-12-17,Checking,Food,Groceries,Weekly Shop,-136.88,USD,Cleared,Merchant_42,FOOD-01,Living,116063.79
TXN-2052,2026-12-17,Checking,Dining,Restaurant,Client Lunch,-23.4,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,116040.39
TXN-2053,2026-12-18,Credit,Transport,Fuel,Gas Station,-97.22,USD,Cleared,Merchant_43,TRA-01,Commute,115943.17
TXN-2054,2026-12-18,Credit,Travel,Uber,Airport Ride,-70.04,USD,Cleared,Merchant_37,BIZ-TRAV,Travel_Q1,115873.13
TXN-2055,2026-12-18,Credit,Dining,Restaurant,Client Lunch,-147.46,USD,Cleared,Merchant_10,BIZ-MEAL,Sales,115725.67
TXN-2056,2026-12-19,Credit,Transport,Fuel,Gas Station,-128.23,USD,Cleared,Merchant_28,TRA-01,Commute,115597.44
TXN-2057,2026-12-19,Credit,Food,Groceries,Weekly Shop,-19.93,USD,Cleared,Merchant_46,FOOD-01,Living,115577.51
TXN-2058,2026-12-19,Checking,Dining,Restaurant,Client Lunch,-49.07,USD,Cleared,Merchant_29,BIZ-MEAL,Sales,115528.44
TXN-2059,2026-12-20,Credit,Food,Groceries,Weekly Shop,-95.84,USD,Cleared,Merchant_34,FOOD-01,Living,115432.60
TXN-2060,2026-12-20,Credit,Travel,Uber,Airport Ride,-40.25,USD,Cleared,Merchant_19,BIZ-TRAV,Travel_Q1,115392.35
TXN-2061,2026-12-20,Credit,Dining,Restaurant,Client Lunch,-106.39,USD,Cleared,Merchant_18,BIZ-MEAL,Sales,115285.96
TXN-2062,2026-12-21,Checking,Business,Software,SaaS Subscription,-60.1,USD,Cleared,Merchant_3,BIZ-EXP,Project_Alpha,115225.86
TXN-2063,2026-12-21,Checking,Business,Software,SaaS Subscription,-37.36,USD,Cleared,Merchant_46,BIZ-EXP,Project_Alpha,115188.50
TXN-2064,2026-12-21,Credit,Transport,Fuel,Gas Station,-64.98,USD,Cleared,Merchant_24,TRA-01,Commute,115123.52
TXN-2065,2026-12-22,Checking,Transport,Fuel,Gas Station,-59.9,USD,Cleared,Merchant_43,TRA-01,Commute,115063.62
TXN-2066,2026-12-22,Checking,Healthcare,Pharmacy,Medical Supplies,-82.1,USD,Cleared,Merchant_41,MED-01,Wellness,114981.52
TXN-2067,2026-12-22,Checking,Healthcare,Pharmacy,Medical Supplies,-47.48,USD,Cleared,Merchant_45,MED-01,Wellness,114934.04
TXN-2068,2026-12-23,Credit,Healthcare,Pharmacy,Medical Supplies,-11.51,USD,Cleared,Merchant_42,MED-01,Wellness,114922.53
TXN-2069,2026-12-23,Checking,Transport,Fuel,Gas Station,-34.34,USD,Cleared,Merchant_41,TRA-01,Commute,114888.19
TXN-2070,2026-12-23,Checking,Transport,Fuel,Gas Station,-35.07,USD,Cleared,Merchant_27,TRA-01,Commute,114853.12
TXN-2071,2026-12-24,Checking,Healthcare,Pharmacy,Medical Supplies,-93.67,USD,Cleared,Merchant_37,MED-01,Wellness,114759.45
TXN-2072,2026-12-24,Credit,Transport,Fuel,Gas Station,-62.29,USD,Cleared,Merchant_42,TRA-01,Commute,114697.16
TXN-2073,2026-12-24,Credit,Travel,Uber,Airport Ride,-125.71,USD,Cleared,Merchant_16,BIZ-TRAV,Travel_Q1,114571.45
TXN-2074,2026-12-25,Credit,Dining,Restaurant,Client Lunch,-93.16,USD,Cleared,Merchant_24,BIZ-MEAL,Sales,114478.29
TXN-2075,2026-12-25,Checking,Travel,Uber,Airport Ride,-136.59,USD,Cleared,Merchant_13,BIZ-TRAV,Travel_Q1,114341.70
TXN-2076,2026-12-25,Checking,Dining,Restaurant,Client Lunch,-119.11,USD,Cleared,Merchant_1,BIZ-MEAL,Sales,114222.59
TXN-2077,2026-12-26,Checking,Business,Software,SaaS Subscription,-69.81,USD,Cleared,Merchant_45,BIZ-EXP,Project_Alpha,114152.78
TXN-2078,2026-12-26,Credit,Travel,Uber,Airport Ride,-84.96,USD,Cleared,Merchant_4,BIZ-TRAV,Travel_Q1,114067.82
TXN-2079,2026-12-26,Checking,Transport,Fuel,Gas Station,-14.5,USD,Cleared,Merchant_3,TRA-01,Commute,114053.32
TXN-2080,2026-12-27,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_47,INC-01,Core,119553.32
TXN-2081,2026-12-27,Credit,Business,Software,SaaS Subscription,-72.75,USD,Cleared,Merchant_31,BIZ-EXP,Project_Alpha,119480.57
TXN-2082,2026-12-27,Checking,Healthcare,Pharmacy,Medical Supplies,-32.12,USD,Cleared,Merchant_45,MED-01,Wellness,119448.45
TXN-2083,2026-12-28,Credit,Lifestyle,Entertainment,Cinema/Streaming,-55.56,USD,Cleared,Merchant_47,ENT-01,Personal,119392.89
TXN-2084,2026-12-28,Credit,Travel,Uber,Airport Ride,-125.11,USD,Cleared,Merchant_38,BIZ-TRAV,Travel_Q1,119267.78
TXN-2085,2026-12-28,Credit,Lifestyle,Entertainment,Cinema/Streaming,-73.93,USD,Cleared,Merchant_17,ENT-01,Personal,119193.85
TXN-2086,2026-12-29,Checking,Dining,Restaurant,Client Lunch,-137.29,USD,Cleared,Merchant_6,BIZ-MEAL,Sales,119056.56
TXN-2087,2026-12-29,Checking,Healthcare,Pharmacy,Medical Supplies,-36.53,USD,Cleared,Merchant_44,MED-01,Wellness,119020.03
TXN-2088,2026-12-29,Checking,Dining,Restaurant,Client Lunch,-121.4,USD,Cleared,Merchant_47,BIZ-MEAL,Sales,118898.63
TXN-2089,2026-12-30,Checking,Food,Groceries,Weekly Shop,-43.46,USD,Cleared,Merchant_2,FOOD-01,Living,118855.17
TXN-2090,2026-12-30,Checking,Lifestyle,Entertainment,Cinema/Streaming,-106.93,USD,Cleared,Merchant_41,ENT-01,Personal,118748.24
TXN-2091,2026-12-30,Checking,Travel,Uber,Airport Ride,-103.61,USD,Cleared,Merchant_9,BIZ-TRAV,Travel_Q1,118644.63
TXN-2092,2026-12-31,Checking,Lifestyle,Entertainment,Cinema/Streaming,-106.94,USD,Cleared,Merchant_31,ENT-01,Personal,118537.69
TXN-2093,2026-12-31,Credit,Transport,Fuel,Gas Station,-96.3,USD,Cleared,Merchant_24,TRA-01,Commute,118441.39
TXN-2094,2026-12-31,Checking,Business,Software,SaaS Subscription,-39.51,USD,Cleared,Merchant_42,BIZ-EXP,Project_Alpha,118401.88
TXN-2095,2027-01-01,Credit,Dining,Restaurant,Client Lunch,-104.21,USD,Cleared,Merchant_23,BIZ-MEAL,Sales,118297.67
TXN-2096,2027-01-01,Credit,Travel,Uber,Airport Ride,-75.51,USD,Cleared,Merchant_39,BIZ-TRAV,Travel_Q1,118222.16
TXN-2097,2027-01-01,Credit,Lifestyle,Entertainment,Cinema/Streaming,-19.32,USD,Cleared,Merchant_6,ENT-01,Personal,118202.84
TXN-2098,2027-01-02,Checking,Travel,Uber,Airport Ride,-121.38,USD,Cleared,Merchant_22,BIZ-TRAV,Travel_Q1,118081.46
TXN-2099,2027-01-02,Checking,Business,Software,SaaS Subscription,-51.76,USD,Cleared,Merchant_24,BIZ-EXP,Project_Alpha,118029.70
TXN-2100,2027-01-02,Checking,Dining,Restaurant,Client Lunch,-69.76,USD,Cleared,Merchant_1,BIZ-MEAL,Sales,117959.94
TXN-2101,2027-01-03,Checking,Travel,Uber,Airport Ride,-149.38,USD,Cleared,Merchant_15,BIZ-TRAV,Travel_Q1,117810.56
TXN-2102,2027-01-03,Checking,Business,Software,SaaS Subscription,-120.52,USD,Cleared,Merchant_23,BIZ-EXP,Project_Alpha,117690.04
TXN-2103,2027-01-03,Checking,Healthcare,Pharmacy,Medical Supplies,-64.05,USD,Cleared,Merchant_17,MED-01,Wellness,117625.99
TXN-2104,2027-01-04,Checking,Transport,Fuel,Gas Station,-108.41,USD,Cleared,Merchant_45,TRA-01,Commute,117517.58
TXN-2105,2027-01-04,Credit,Food,Groceries,Weekly Shop,-80.95,USD,Cleared,Merchant_21,FOOD-01,Living,117436.63
TXN-2106,2027-01-04,Checking,Business,Software,SaaS Subscription,-23.91,USD,Cleared,Merchant_33,BIZ-EXP,Project_Alpha,117412.72
TXN-2107,2027-01-05,Checking,Healthcare,Pharmacy,Medical Supplies,-116.18,USD,Cleared,Merchant_10,MED-01,Wellness,117296.54
TXN-2108,2027-01-05,Checking,Dining,Restaurant,Client Lunch,-98.26,USD,Cleared,Merchant_4,BIZ-MEAL,Sales,117198.28
TXN-2109,2027-01-05,Checking,Business,Software,SaaS Subscription,-93.77,USD,Cleared,Merchant_49,BIZ-EXP,Project_Alpha,117104.51
TXN-2110,2027-01-06,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_45,INC-01,Core,122604.51
TXN-2111,2027-01-06,Checking,Healthcare,Pharmacy,Medical Supplies,-75.38,USD,Cleared,Merchant_44,MED-01,Wellness,122529.13
TXN-2112,2027-01-06,Credit,Business,Software,SaaS Subscription,-87.75,USD,Cleared,Merchant_22,BIZ-EXP,Project_Alpha,122441.38
TXN-2113,2027-01-07,Checking,Transport,Fuel,Gas Station,-73.77,USD,Cleared,Merchant_7,TRA-01,Commute,122367.61
TXN-2114,2027-01-07,Checking,Business,Software,SaaS Subscription,-61.04,USD,Cleared,Merchant_20,BIZ-EXP,Project_Alpha,122306.57
TXN-2115,2027-01-07,Credit,Dining,Restaurant,Client Lunch,-131.09,USD,Cleared,Merchant_9,BIZ-MEAL,Sales,122175.48
TXN-2116,2027-01-08,Checking,Food,Groceries,Weekly Shop,-95.6,USD,Cleared,Merchant_32,FOOD-01,Living,122079.88
TXN-2117,2027-01-08,Checking,Food,Groceries,Weekly Shop,-144.36,USD,Cleared,Merchant_8,FOOD-01,Living,121935.52
TXN-2118,2027-01-08,Checking,Healthcare,Pharmacy,Medical Supplies,-31.59,USD,Cleared,Merchant_18,MED-01,Wellness,121903.93
TXN-2119,2027-01-09,Credit,Travel,Uber,Airport Ride,-78.09,USD,Cleared,Merchant_34,BIZ-TRAV,Travel_Q1,121825.84
TXN-2120,2027-01-09,Credit,Lifestyle,Entertainment,Cinema/Streaming,-52.98,USD,Cleared,Merchant_17,ENT-01,Personal,121772.86
TXN-2121,2027-01-09,Credit,Business,Software,SaaS Subscription,-97.34,USD,Cleared,Merchant_20,BIZ-EXP,Project_Alpha,121675.52
TXN-2122,2027-01-10,Checking,Food,Groceries,Weekly Shop,-76.63,USD,Cleared,Merchant_23,FOOD-01,Living,121598.89
TXN-2123,2027-01-10,Credit,Lifestyle,Entertainment,Cinema/Streaming,-113.27,USD,Cleared,Merchant_7,ENT-01,Personal,121485.62
TXN-2124,2027-01-10,Credit,Food,Groceries,Weekly Shop,-24.38,USD,Cleared,Merchant_21,FOOD-01,Living,121461.24
TXN-2125,2027-01-11,Checking,Travel,Uber,Airport Ride,-62.44,USD,Cleared,Merchant_15,BIZ-TRAV,Travel_Q1,121398.80
TXN-2126,2027-01-11,Checking,Lifestyle,Entertainment,Cinema/Streaming,-116.16,USD,Cleared,Merchant_8,ENT-01,Personal,121282.64
TXN-2127,2027-01-11,Checking,Dining,Restaurant,Client Lunch,-98.34,USD,Cleared,Merchant_39,BIZ-MEAL,Sales,121184.30
TXN-2128,2027-01-12,Checking,Lifestyle,Entertainment,Cinema/Streaming,-63.42,USD,Cleared,Merchant_17,ENT-01,Personal,121120.88
TXN-2129,2027-01-12,Checking,Business,Software,SaaS Subscription,-93.92,USD,Cleared,Merchant_36,BIZ-EXP,Project_Alpha,121026.96
TXN-2130,2027-01-12,Credit,Dining,Restaurant,Client Lunch,-112.83,USD,Cleared,Merchant_6,BIZ-MEAL,Sales,120914.13
TXN-2131,2027-01-13,Credit,Lifestyle,Entertainment,Cinema/Streaming,-100.55,USD,Cleared,Merchant_41,ENT-01,Personal,120813.58
TXN-2132,2027-01-13,Checking,Lifestyle,Entertainment,Cinema/Streaming,-149.47,USD,Cleared,Merchant_46,ENT-01,Personal,120664.11
TXN-2133,2027-01-13,Checking,Business,Software,SaaS Subscription,-92.99,USD,Cleared,Merchant_16,BIZ-EXP,Project_Alpha,120571.12
TXN-2134,2027-01-14,Credit,Travel,Uber,Airport Ride,-77.45,USD,Cleared,Merchant_44,BIZ-TRAV,Travel_Q1,120493.67
TXN-2135,2027-01-14,Credit,Food,Groceries,Weekly Shop,-128.97,USD,Cleared,Merchant_22,FOOD-01,Living,120364.70
TXN-2136,2027-01-14,Credit,Healthcare,Pharmacy,Medical Supplies,-119.53,USD,Cleared,Merchant_16,MED-01,Wellness,120245.17
TXN-2137,2027-01-15,Checking,Dining,Restaurant,Client Lunch,-59.61,USD,Cleared,Merchant_33,BIZ-MEAL,Sales,120185.56
TXN-2138,2027-01-15,Credit,Business,Software,SaaS Subscription,-122.29,USD,Cleared,Merchant_21,BIZ-EXP,Project_Alpha,120063.27
TXN-2139,2027-01-15,Checking,Business,Software,SaaS Subscription,-19.52,USD,Cleared,Merchant_33,BIZ-EXP,Project_Alpha,120043.75
TXN-2140,2027-01-16,Checking,Income,Salary,Monthly Payroll,5500,USD,Cleared,Merchant_6,INC-01,Core,125543.75
TXN-2141,2027-01-16,Credit,Dining,Restaurant,Client Lunch,-39.44,USD,Cleared,Merchant_13,BIZ-MEAL,Sales,125504.31
TXN-2142,2027-01-16,Credit,Travel,Uber,Airport Ride,-118.82,USD,Cleared,Merchant_39,BIZ-TRAV,Travel_Q1,125385.49
TXN-2143,2027-01-17,Checking,Business,Software,SaaS Subscription,-13.29,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,125372.20
TXN-2144,2027-01-17,Credit,Healthcare,Pharmacy,Medical Supplies,-59.74,USD,Cleared,Merchant_42,MED-01,Wellness,125312.46
TXN-2145,2027-01-17,Credit,Business,Software,SaaS Subscription,-84.52,USD,Cleared,Merchant_35,BIZ-EXP,Project_Alpha,125227.94
TXN-2146,2027-01-18,Checking,Food,Groceries,Weekly Shop,-86.94,USD,Cleared,Merchant_0,FOOD-01,Living,125141.00
TXN-2147,2027-01-18,Checking,Transport,Fuel,Gas Station,-25.11,USD,Cleared,Merchant_28,TRA-01,Commute,125115.89
TXN-2148,2027-01-18,Credit,Transport,Fuel,Gas Station,-82.33,USD,Cleared,Merchant_42,TRA-01,Commute,125033.56
TXN-2149,2027-01-19,Credit,Transport,Fuel,Gas Station,-72.9,USD,Cleared,Merchant_40,TRA-01,Commute,124960.66
TXN-2150,2027-01-19,Checking,Healthcare,Pharmacy,Medical Supplies,-63.43,USD,Cleared,Merchant_1,MED-01,Wellness,124897.23
TXN-2151,2027-01-19,Credit,Travel,Uber,Airport Ride,-109.33,USD,Cleared,Merchant_11,BIZ-TRAV,Travel_Q1,124787.90
TXN-2152,2027-01-20,Checking,Dining,Restaurant,Client Lunch,-41.54,USD,Cleared,Merchant_2,BIZ-MEAL,Sales,124746.36
TXN-2153,2027-01-20,Checking,Transport,Fuel,Gas Station,-57.56,USD,Cleared,Merchant_2,TRA-01,Commute,124688.80
TXN-2154,2027-01-20,Credit,Dining,Restaurant,Client Lunch,-127.9,USD,Cleared,Merchant_10,BIZ-MEAL,Sales,124560.90
TXN-2155,2027-01-21,Credit,Travel,Uber,Airport Ride,-92.82,USD,Cleared,Merchant_3,BIZ-TRAV,Travel_Q1,124468.08
TXN-2156,2027-01-21,Checking,Business,Software,SaaS Subscription,-131.22,USD,Cleared,Merchant_45,BIZ-EXP,Project_Alpha,124336.86
TXN-2157,2027-01-21,Credit,Food,Groceries,Weekly Shop,-20.39,USD,Cleared,Merchant_11,FOOD-01,Living,124316.47
TXN-2158,2027-01-22,Checking,Healthcare,Pharmacy,Medical Supplies,-92.76,USD,Cleared,Merchant_43,MED-01,Wellness,124223.71
TXN-2159,2027-01-22,Checking,Lifestyle,Entertainment,Cinema/Streaming,-15.6,USD,Cleared,Merchant_48,ENT-01,Personal,124208.11
TXN-2160,2027-01-22,Credit,Food,Groceries,Weekly Shop,-15.06,USD,Cleared,Merchant_27,FOOD-01,Living,124193.05
TXN-2161,2027-01-23,Checking,Food,Groceries,Weekly Shop,-18.66,USD,Cleared,Merchant_11,FOOD-01,Living,124174.39
TXN-2162,2027-01-23,Credit,Business,Software,SaaS Subscription,-30.37,USD,Cleared,Merchant_40,BIZ-EXP,Project_Alpha,124144.02
TXN-2163,2027-01-23,Checking,Travel,Uber,Airport Ride,-92.76,USD,Cleared,Merchant_42,BIZ-TRAV,Travel_Q1,124051.26
